form,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,period,nbOcc,nbOcc_period,nbUsers_period,propagation_start,propagation_end_ex,type
ptdddddddrr,9.103902843148855e-06,0.0,0.0,0.0,8.301924386072691e-06,1.4944555698359088e-05,6.935341808321023e-06,1.2646861681273793e-05,6.024931165161438e-06,1.0777720296602862e-05,2.625223143967237e-05,3.899737742636808e-05,2.373244985333346e-05,2.276390191489943e-05,4.5251121096525166e-05,6.518146053029775e-05,6.66070375092774e-05,5.539033140461359e-05,6.073882709275629e-05,5.400359509647357e-05,5.2785370911490246e-05,6.458835687220117e-05,6.826232853580898e-05,3.384747650138944e-05,6.429127330558658e-05,2.9935339666320743e-05,6.038129815895474e-05,8.453499833466053e-05,5.305894652444249e-05,5.981116759943607e-05,5.721372523613282e-05,3.588823378620867e-05,2.92936745802308e-05,3.08074108938428e-05,5.673630102011869e-05,3.094881793720667e-05,2.969459886504117e-05,4.796824502179557e-05,2.650962867584405e-05,2.610708546299466e-05,2.758857465161761e-05,8.445541739274865e-06,1.1084815465534538e-05,1.544524788335749e-05,2.997691777331455e-05,8.115851068722321e-06,2.634634198605752e-05,2.006806418435861e-05,3.563640683200828e-05,2.2004025043965736e-05,1.6079468305581362e-05,3.684089339166475e-05,2.452770026395579e-05,1.996250678271537e-05,1.6953526616094924e-05,1.4258648315786284e-05,1.4839272133701842e-05,2.3845779126767568e-05,1.5978581599065432e-05,2.078850811271529e-05,2012-04 - 2017-03,1105,890,616,3,22,buzz
lnouveau,9.103902843148855e-06,0.0,8.031999485952032e-06,8.304889088206227e-06,0.0,1.4944555698359088e-05,0.0,1.897029252191069e-05,0.0,1.6166580444904293e-05,1.0500892575868949e-05,4.87467217829601e-06,0.0,2.276390191489943e-05,1.8100448438610067e-05,1.8623274437227925e-05,2.378822768188479e-05,2.5564768340590886e-05,1.6197020558068344e-05,5.400359509647357e-05,3.016306909228014e-05,2.1529452290733725e-05,2.8742033067709043e-05,1.0154242950416832e-05,1.015125367982946e-05,2.660919081450733e-05,1.168670286947511e-05,1.6906999666932106e-05,1.5721169340575553e-05,2.2215576536933395e-05,8.41378312296071e-06,1.1962744595402888e-05,1.6477691951379822e-05,1.711522827435711e-05,1.7831408892037304e-05,3.641037404377255e-06,7.814368122379256e-06,2.998015313862223e-06,3.787089810834864e-06,1.1603149094664292e-05,6.130794367026136e-06,1.970626405830802e-05,2.7712038663836344e-06,5.148415961119163e-06,1.0900697372114382e-05,8.115851068722321e-06,7.0256911962820045e-06,1.5051048138268962e-05,1.1878802277336094e-05,1.3540938488594298e-05,1.4292860716072322e-05,0.0,7.546984696601782e-06,1.4518186751065726e-05,5.6511755386983086e-06,7.129324157893142e-06,1.2984363116989112e-05,6.813079750505019e-06,7.101591821806858e-06,1.385900540847686e-05,2012-04 - 2017-03,354,286,271,2,19,buzz
bhhh,9.103902843148855e-06,0.0,8.031999485952032e-06,8.304889088206227e-06,0.0,0.0,0.0,6.323430840636896e-06,0.0,2.1555440593205724e-05,1.0500892575868949e-05,3.412270524807207e-05,1.4239469912000076e-05,9.105560765959772e-06,3.167578476756762e-05,4.1902367483762834e-05,3.806116429101566e-05,3.834715251088633e-05,2.429553083710252e-05,3.857399649748112e-05,4.524460363842021e-05,3.9470662533011824e-05,2.8742033067709043e-05,2.707798120111155e-05,2.030250735965892e-05,2.328304196269392e-05,2.142562192737104e-05,2.366979953370495e-05,2.358175401086333e-05,1.0253343017046182e-05,1.682756624592142e-05,1.1962744595402888e-05,2.0139401273908675e-05,2.053827392922853e-05,1.945244606404069e-05,1.2743630915320393e-05,1.7191609869234363e-05,1.798809188317334e-05,9.46772452708716e-06,5.801574547332146e-06,1.532698591756534e-05,5.630361159516577e-06,1.939842706468544e-05,1.0296831922238324e-05,5.450348686057191e-06,5.410567379148215e-06,2.2833496387916512e-05,1.1706370774209191e-05,1.1878802277336094e-05,1.3540938488594298e-05,5.359822768527121e-06,1.289431268708266e-05,1.886746174150445e-05,1.0888640063299294e-05,5.6511755386983086e-06,1.2476317276313e-05,7.419636066850921e-06,2.043923925151506e-05,1.2427785688162e-05,1.2126629732417253e-05,2012-04 - 2017-03,610,419,317,2,20,buzz
mddddddddrrrr,9.103902843148855e-06,0.0,8.031999485952032e-06,0.0,8.301924386072691e-06,0.0,0.0,1.897029252191069e-05,0.0,5.388860148301431e-06,2.625223143967237e-05,9.74934435659202e-06,3.3225429794666844e-05,2.7316682297879315e-05,4.072600898687265e-05,3.724654887445585e-05,4.281880982739262e-05,3.834715251088633e-05,4.4541806534687946e-05,3.0859197197984894e-05,5.655575454802526e-05,5.741187277528993e-05,3.952029546809994e-05,1.692373825069472e-05,3.0453761039488378e-05,5.321838162901466e-05,3.311232479684615e-05,5.241169896748953e-05,4.519836185415471e-05,2.734224804545649e-05,5.048269873776426e-05,3.588823378620867e-05,2.7462819918966373e-05,2.396131958409996e-05,2.593659475205426e-05,2.0025705724074904e-05,2.0317357118186065e-05,3.747519142327779e-05,1.1361269432504592e-05,8.702361820998219e-06,6.130794367026136e-06,1.1260722319033154e-05,8.313611599150903e-06,1.0296831922238324e-05,5.450348686057191e-06,8.115851068722321e-06,1.580780519163451e-05,6.689354728119539e-06,1.866668929295672e-05,8.463086555371437e-06,7.146430358036161e-06,3.684089339166475e-06,1.3207223219053116e-05,1.4518186751065726e-05,1.318607625696272e-05,7.129324157893142e-06,1.8549090167127305e-06,1.8735969313888804e-05,7.101591821806858e-06,6.92950270423843e-06,2012-04 - 2017-03,892,517,448,4,22,buzz
ptdddddddddddddddddddr,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,6.935341808321023e-06,6.323430840636896e-06,3.012465582580719e-05,1.6166580444904293e-05,2.625223143967237e-05,5.362139396125611e-05,6.645085958933369e-05,6.829170574469829e-05,6.335156953513524e-05,6.052564192099076e-05,7.136468304565437e-05,6.817271557490903e-05,9.313286820889298e-05,9.257759159395468e-05,0.000113111509096,8.61178091629349e-05,0.0001113753781373,9.477293420389044e-05,0.0001082800392515,6.319682818445492e-05,9.15458391442217e-05,0.0001132768977684,9.432701604345332e-05,6.835562011364121e-05,8.077231798042281e-05,6.664957703153038e-05,6.591076780551929e-05,4.278807068589277e-05,4.376800364409157e-05,3.458985534158392e-05,4.063471423637213e-05,5.696229096338224e-05,2.840317358126148e-05,1.7404723641996438e-05,2.758857465161761e-05,1.689108347854973e-05,1.3856019331918173e-05,7.722623941678744e-06,1.3625871715142975e-05,1.893698582701875e-05,2.2833496387916512e-05,1.839572550232873e-05,2.206063280076703e-05,1.5233555799668586e-05,8.9330379475452e-06,1.47363573566659e-05,2.452770026395579e-05,2.3592053470481803e-05,5.6511755386983086e-06,8.911655197366427e-06,1.4839272133701842e-05,1.1922889563383784e-05,1.0652387732710289e-05,1.0394254056357646e-05,2012-04 - 2017-03,1180,1078,807,6,23,buzz
ptddddddddrrrrrrr,9.103902843148855e-06,0.0,0.0,0.0,0.0,7.472277849179544e-06,0.0,6.323430840636896e-06,0.0,0.0,5.250446287934474e-06,4.87467217829601e-06,9.492979941333384e-06,1.8211121531919543e-05,2.2625560548262583e-05,0.0,1.903058214550783e-05,1.7043178893727258e-05,1.2147765418551258e-05,1.1572198949244335e-05,1.8851918182675087e-05,2.1529452290733725e-05,3.2334787201172675e-05,1.692373825069472e-05,3.38375122660982e-06,1.663074425906708e-05,1.3634486681054296e-05,2.1979099567011737e-05,1.3756023173003608e-05,5.126671508523091e-06,8.41378312296071e-06,1.3671708109031872e-05,1.830854661264425e-05,1.3692182619485688e-05,1.1347260204023738e-05,9.102593510943138e-06,6.251494497903405e-06,1.948709954010445e-05,1.1361269432504592e-05,5.801574547332146e-06,9.196191550539204e-06,0.0,5.542407732767269e-06,1.0296831922238324e-05,5.450348686057191e-06,1.0821134758296427e-05,5.269268397211503e-06,8.361693410149424e-06,1.0181830523430935e-05,1.5233555799668586e-05,7.146430358036161e-06,5.526134008749712e-06,9.433730870752227e-06,5.444320031649647e-06,1.8837251795661024e-06,3.564662078946571e-06,5.564727050138191e-06,1.7032699376262548e-06,3.550795910903429e-06,6.92950270423843e-06,2012-04 - 2017-03,300,232,211,3,23,buzz
trnql,9.103902843148855e-06,0.0,0.0,0.0,8.301924386072691e-06,1.4944555698359088e-05,1.3870683616642048e-05,2.5293723362547585e-05,1.807479349548432e-05,4.311088118641145e-05,2.625223143967237e-05,1.462401653488803e-05,2.8478939824000152e-05,4.097502344681897e-05,5.882645742548272e-05,5.12140047023768e-05,4.281880982739262e-05,8.095509974520447e-05,8.50343579298588e-05,8.100539264471035e-05,0.0001018003581864,0.0001076472614536,9.34116074700544e-05,7.78491959531957e-05,9.812878557168478e-05,0.000106436763258,0.0001149192448831,0.0001809048964361,0.0001414905240651,0.0001948135173238,0.0001413515564657,0.0001828590959583,0.0001574535008687,0.0001437679175045,0.0002123558695324,0.00011651319694,0.0001734789723168,0.000238342217452,0.0001495900475279,0.0001160314909466,9.809270987241815e-05,0.0001097920426105,9.69921353234272e-05,9.524569528070452e-05,0.000100831450692,0.0001000954965142,0.0001773987027061,0.0001672338682029,0.0001713941471444,0.0001641838791742,0.0001715143285928,0.0001749942436104,0.0002245227947239,0.0002195875746098,0.0001582329150835,0.0001711037797894,0.0001502476303537,0.000209502202328,0.0001633366119015,0.0001697728162538,2012-04 - 2017-03,6204,3921,1871,8,31,change
magl,9.103902843148855e-06,8.220439300276207e-06,0.0,3.321955635282491e-05,3.3207697544290764e-05,1.4944555698359088e-05,2.080602542496307e-05,5.691087756573207e-05,4.217451815613006e-05,0.0001131660631143,8.400714060695159e-05,0.0001608641818837,0.0001329017191786,0.0001639000937872,0.0001855295964957,0.0002141676560281,0.0001379717205549,0.0002130397361715,0.000242955308371,0.0002430161779341,0.0003167122254689,0.0002906476059249,0.0003161623637447,0.0002877035502618,0.0003045376103948,0.0004190947553284,0.0003856611946926,0.0004581796909738,0.0004067852566873,0.0003263980860426,0.0003365513249184,0.0002973596513714,0.000228856832658,0.0002361901501861,0.0002253241669084,0.0001929749824319,0.0001922334558105,0.000215857102598,0.0001666319516767,0.0001827495982409,0.0001655314479097,0.0001435742095676,8.313611599150903e-05,0.0001055425272029,0.0001280831941223,0.0001217377660308,9.835967674794806e-05,9.030628882961378e-05,0.000106909220496,9.817180404230866e-05,0.000101836632602,8.84181441399954e-05,0.0001056577857524,8.529434716251114e-05,5.462803020741698e-05,6.416391742103828e-05,7.234145165179648e-05,8.346022694368649e-05,5.148654070809972e-05,5.197127028178823e-05,2012-04 - 2017-03,6452,5487,2689,6,26,buzz
lacel,9.103902843148855e-06,0.0,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,1.3870683616642048e-05,6.323430840636896e-06,0.0,2.1555440593205724e-05,3.150267772760685e-05,4.87467217829601e-05,1.8985959882666768e-05,2.7316682297879315e-05,1.8100448438610067e-05,5.586982331168378e-05,6.184939197290045e-05,5.96511261280454e-05,5.264031681372212e-05,6.55757940457179e-05,6.409652182109529e-05,6.100011482374555e-05,6.826232853580898e-05,3.723222415152839e-05,5.414001962575712e-05,3.9913786221761e-05,5.0642379101058814e-05,5.410239893418274e-05,5.895438502715832e-05,3.417781005682061e-05,3.870340236561926e-05,4.27240878407246e-05,4.5771366531610624e-05,4.107654785845706e-05,2.755763192405765e-05,2.730778053282941e-05,3.1257472489517024e-05,3.1479160795553347e-05,2.4616083770426616e-05,1.4503936368330365e-05,2.4523177468104545e-05,1.970626405830802e-05,1.1084815465534538e-05,7.722623941678744e-06,2.1801394744228763e-05,1.6231702137444643e-05,1.4051382392564007e-05,8.361693410149424e-06,1.357577403124125e-05,1.184832117752001e-05,1.0719645537054242e-05,1.842044669583237e-05,1.5093969393203563e-05,1.4518186751065726e-05,7.53490071826441e-06,7.129324157893142e-06,7.419636066850921e-06,6.813079750505019e-06,8.876989777258572e-06,8.661878380298038e-06,2012-04 - 2017-03,782,721,481,4,22,buzz
-commence,9.103902843148855e-06,0.0,0.0,8.304889088206227e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87467217829601e-06,0.0,0.0,0.0,4.655818609306981e-06,0.0,0.0,0.0,7.714799299496224e-06,0.0,1.0764726145366864e-05,1.0778262400390893e-05,2.0308485900833664e-05,1.6918756133049097e-05,9.97844655544025e-06,1.3634486681054296e-05,2.028839960031853e-05,5.502409269201443e-05,4.784893407954885e-05,6.731026498368567e-05,9.399299324959412e-05,9.154273306322124e-05,7.188395875229986e-05,6.484148688013565e-05,2.730778053282941e-05,2.969459886504117e-05,1.798809188317334e-05,9.46772452708716e-06,1.4503936368330365e-05,1.532698591756534e-05,2.815180579758289e-06,5.542407732767269e-06,1.2871039902797906e-05,8.175523029085786e-06,8.115851068722321e-06,5.269268397211503e-06,8.361693410149424e-06,0.0,6.770469244297149e-06,3.5732151790180804e-06,1.8420446695832373e-06,5.660238522451336e-06,1.814773343883216e-06,5.6511755386983086e-06,5.346993118419857e-06,3.709818033425461e-06,3.4065398752525097e-06,1.7753979554517145e-06,1.7323756760596076e-06,2012-04 - 2017-03,1036,1005,343,25,34,buzz
truq,9.103902843148855e-06,8.220439300276207e-06,1.6063998971904064e-05,1.6609778176412454e-05,2.4905773158218074e-05,1.4944555698359088e-05,2.080602542496307e-05,2.5293723362547585e-05,1.2049862330322875e-05,3.233316088980859e-05,2.1001785151737897e-05,4.387204960466409e-05,5.221138967733361e-05,7.739726651065806e-05,8.14520179737453e-05,6.518146053029775e-05,0.0001046682018002,9.373748391549992e-05,0.0001174283990459,0.0001195793891421,0.0001206522763691,0.0001291767137444,9.700436160351802e-05,0.0001049271771543,9.136128311846514e-05,9.313216785077564e-05,7.206800102842985e-05,8.791639826804695e-05,5.895438502715832e-05,5.6393386593754005e-05,6.562750835909354e-05,5.468683243612749e-05,4.210965720908177e-05,3.423045654871422e-05,3.890489212808139e-05,3.641037404377255e-05,3.2820346113992875e-05,3.4477176109415566e-05,2.4616083770426616e-05,2.0305510915662512e-05,3.6784766202156814e-05,1.1260722319033154e-05,8.313611599150903e-06,1.544524788335749e-05,1.3625871715142975e-05,2.164226951659285e-05,2.1077073588846014e-05,1.6723386820298848e-05,1.6969717539051562e-05,5.077851933222862e-06,1.0719645537054242e-05,9.210223347916188e-06,7.546984696601782e-06,9.073866719416078e-06,3.767450359132205e-06,8.911655197366427e-06,1.8549090167127305e-06,8.516349688131275e-06,5.326193866355144e-06,6.92950270423843e-06,2012-04 - 2017-03,1629,1543,364,6,22,buzz
pttttn,9.103902843148855e-06,0.0,0.0,8.304889088206227e-06,0.0,0.0,0.0,1.2646861681273793e-05,1.807479349548432e-05,0.0,2.625223143967237e-05,9.74934435659202e-06,3.3225429794666844e-05,1.3658341148939658e-05,3.620089687722013e-05,6.983727913960472e-05,6.184939197290045e-05,5.539033140461359e-05,0.000125526909325,7.329059334521412e-05,0.000113111509096,8.970605121139051e-05,0.0001221536405377,9.815768185402938e-05,0.0001015125367982,9.645831670258908e-05,8.375470389790497e-05,0.0001048233979349,8.843157754073748e-05,7.690007262784638e-05,0.0001043309107247,8.715713919507819e-05,6.407991314425487e-05,4.4499593513328486e-05,6.808356122414243e-05,5.825659847003608e-05,6.720356585246161e-05,6.445732924803779e-05,4.544507773001837e-05,4.351180910499109e-05,4.291556056918295e-05,3.378216695709946e-05,3.0483242530219977e-05,3.089049576671498e-05,1.6351046058171572e-05,5.1400390101908034e-05,4.391056997676253e-05,3.0102096276537924e-05,2.8848519816387656e-05,4.06228154657829e-05,2.6799113842635604e-05,3.684089339166475e-05,2.452770026395579e-05,1.270341340718251e-05,3.390705323218985e-05,3.208195871051914e-05,2.5968726233978224e-05,3.40653987525251e-05,2.130477546542057e-05,2.9450386493013328e-05,2012-04 - 2017-03,1568,1322,970,6,26,buzz
streamerais,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.323430840636896e-06,0.0,5.388860148301431e-06,0.0,0.0,4.746489970666692e-06,9.105560765959772e-06,4.525112109652517e-06,0.0,9.515291072753915e-06,2.1303973617159072e-05,4.049255139517086e-06,1.1572198949244335e-05,7.540767273070035e-06,1.4352968193822482e-05,1.7963770667318153e-05,3.0462728851250496e-05,3.7221263492708014e-05,1.3304595407253666e-05,2.337340573895022e-05,1.0144199800159265e-05,1.5721169340575553e-05,1.7088905028410304e-05,2.0193079495105703e-05,3.417927027257968e-05,2.3801110596437524e-05,3.594197937614993e-05,4.052592930008478e-05,2.0025705724074904e-05,3.1257472489517024e-05,3.747519142327779e-05,2.840317358126148e-05,4.351180910499109e-05,6.130794367026136e-05,4.78580698558909e-05,3.325444639660361e-05,3.6038911727834136e-05,4.3602789488457526e-05,3.516868796446339e-05,4.215414717769203e-05,2.675741891247816e-05,2.5454576308577345e-05,3.723758084363432e-05,2.6799113842635604e-05,2.026249136541561e-05,3.0187938786407127e-05,2.177728012659859e-05,2.260470215479324e-05,2.4952634552626e-05,3.5243271317541873e-05,2.3845779126767568e-05,2.663096933177572e-05,3.811226487331136e-05,2012-04 - 2017-03,1176,645,471,11,34,change
hololo,9.103902843148855e-06,8.220439300276207e-06,0.0,8.304889088206227e-06,8.301924386072691e-06,1.4944555698359088e-05,0.0,2.5293723362547585e-05,4.217451815613006e-05,1.0777720296602862e-05,1.5751338863803424e-05,2.437336089148005e-05,4.271840973600023e-05,5.463336459575863e-05,4.5251121096525166e-05,3.724654887445585e-05,4.281880982739262e-05,3.4086357787454515e-05,5.66895719532392e-05,7.329059334521412e-05,7.540767273070035e-05,7.894132506602365e-05,7.544783680273625e-05,6.431020535263993e-05,8.121002943863567e-05,9.313216785077564e-05,4.869459528947963e-05,6.424659873434201e-05,2.554690017843527e-05,5.6393386593754005e-05,3.870340236561926e-05,3.759719729983765e-05,2.7462819918966373e-05,2.396131958409996e-05,3.7283854956078e-05,3.27693366393953e-05,2.500597799161362e-05,4.6469237364864457e-05,2.840317358126148e-05,3.480944728399288e-05,2.758857465161761e-05,3.378216695709946e-05,2.7712038663836345e-05,4.376153566951288e-05,2.997691777331455e-05,2.975812058531518e-05,2.634634198605752e-05,2.842975759450804e-05,2.375760455467219e-05,3.046711159933717e-05,2.6799113842635604e-05,2.026249136541561e-05,2.452770026395579e-05,1.814773343883216e-05,1.6953526616094924e-05,2.6734965592099284e-05,1.1129454100276382e-05,2.725231900202008e-05,1.4203183643613716e-05,1.559138108453647e-05,2012-04 - 2017-03,1157,989,557,3,22,buzz
mddddddddrrr,1.8207805686297714e-05,8.220439300276207e-06,8.031999485952032e-06,0.0,0.0,1.4944555698359088e-05,0.0,1.2646861681273793e-05,0.0,2.1555440593205724e-05,5.250446287934474e-06,2.437336089148005e-05,2.373244985333346e-05,5.008058421277874e-05,4.977623320617768e-05,8.380473496752567e-05,7.136468304565437e-05,4.686874195774996e-05,4.4541806534687946e-05,7.329059334521412e-05,6.786690545763032e-05,7.535308301756803e-05,6.466957440234535e-05,3.723222415152839e-05,5.0756268399147295e-05,3.658763736994758e-05,4.285124385474208e-05,5.579309890087595e-05,6.484982352987415e-05,3.93044815653437e-05,4.543442886398783e-05,3.759719729983765e-05,6.407991314425487e-05,2.738436523897137e-05,5.025215233210513e-05,2.0025705724074904e-05,1.406586262028266e-05,2.848114548169112e-05,1.7041904148756886e-05,1.7404723641996438e-05,2.1457780284591474e-05,8.445541739274865e-06,2.7712038663836345e-05,1.544524788335749e-05,8.175523029085786e-06,1.3526418447870537e-05,2.2833496387916512e-05,1.3378709456239078e-05,2.71515480624825e-05,1.184832117752001e-05,1.4292860716072322e-05,1.6578402026249137e-05,1.3207223219053116e-05,1.270341340718251e-05,0.0,8.911655197366427e-06,1.1129454100276382e-05,1.5329429438636295e-05,1.7753979554517145e-06,1.7323756760596076e-06,2012-04 - 2017-03,776,681,566,5,22,buzz
sériés,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,2.080602542496307e-05,1.897029252191069e-05,1.807479349548432e-05,1.0777720296602862e-05,2.1001785151737897e-05,1.462401653488803e-05,3.7971919765333536e-05,1.8211121531919543e-05,2.2625560548262583e-05,9.311637218613964e-06,2.378822768188479e-05,2.98255630640227e-05,2.83447859766196e-05,3.857399649748112e-05,2.2622301819210105e-05,4.305890458146745e-05,6.466957440234535e-05,3.723222415152839e-05,2.707000981287856e-05,3.9913786221761e-05,5.0642379101058814e-05,7.439079853450127e-05,6.091953119473026e-05,4.443115307386679e-05,7.067577823286996e-05,7.690335811330428e-05,7.140333178931257e-05,6.674939026999272e-05,0.0001086094905242,5.27950423634702e-05,8.752092297064767e-05,8.094641347428002e-05,5.112571244627066e-05,6.0916532746987534e-05,7.970032677133976e-05,3.941252811661604e-05,7.482250439235813e-05,5.663257557231079e-05,2.997691777331455e-05,4.057925534361161e-05,5.971837516839704e-05,5.017016046089654e-05,4.581823735543922e-05,4.231543277685718e-05,5.7171442864289286e-05,4.42090720699977e-05,6.414936992111514e-05,3.2665920189897885e-05,3.013960287305764e-05,2.6734965592099284e-05,2.9678544267403684e-05,3.40653987525251e-05,2.130477546542057e-05,1.2126629732417253e-05,2012-04 - 2017-03,1332,1166,1025,6,27,change
mdoi,9.103902843148855e-06,0.0,8.031999485952032e-06,8.304889088206227e-06,0.0,0.0,2.080602542496307e-05,6.323430840636896e-06,0.0,4.311088118641145e-05,2.1001785151737897e-05,3.899737742636808e-05,1.8985959882666768e-05,3.642224306383909e-05,3.167578476756762e-05,3.259073026514887e-05,4.281880982739262e-05,1.2782384170295443e-05,2.429553083710252e-05,3.857399649748112e-05,3.7703836365350174e-05,2.8705936387644965e-05,6.466957440234535e-05,3.723222415152839e-05,7.782627821202586e-05,5.321838162901466e-05,4.479902766632126e-05,3.0432599400477792e-05,3.1442338681151105e-05,2.734224804545649e-05,2.860686261806641e-05,8.54481756814492e-06,1.0985127967586549e-05,2.053827392922853e-05,2.269452040804748e-05,1.2743630915320393e-05,1.406586262028266e-05,2.098610719703556e-05,9.46772452708716e-06,1.4503936368330365e-05,1.2261588734052273e-05,5.630361159516577e-06,5.542407732767269e-06,0.0,5.450348686057191e-06,1.0821134758296427e-05,5.269268397211503e-06,8.361693410149424e-06,0.0,3.3852346221485745e-06,8.9330379475452e-06,7.36817867833295e-06,1.8867461741504448e-06,1.814773343883216e-06,1.8837251795661024e-06,5.346993118419857e-06,5.564727050138191e-06,1.021961962575753e-05,7.101591821806858e-06,1.0394254056357646e-05,2012-04 - 2017-03,490,435,367,4,20,buzz
mdddddddrrrrrr,9.103902843148855e-06,0.0,0.0,0.0,8.301924386072691e-06,7.472277849179544e-06,0.0,0.0,1.2049862330322875e-05,5.388860148301431e-06,2.1001785151737897e-05,9.74934435659202e-06,1.8985959882666768e-05,2.276390191489943e-05,2.2625560548262583e-05,2.793491165584189e-05,2.8545873218261746e-05,4.2607947234318144e-05,2.429553083710252e-05,4.243139614722923e-05,4.9014987274955225e-05,3.5882420484556204e-05,3.592754133463631e-05,2.3693233550972607e-05,3.3837512266098194e-05,1.3304595407253666e-05,3.311232479684615e-05,4.903029903410311e-05,5.109380035687054e-05,3.0760029051138547e-05,2.860686261806641e-05,2.3925489190805776e-05,2.5631965257701943e-05,2.053827392922853e-05,2.1073483236044085e-05,1.2743630915320393e-05,2.188023074266192e-05,2.6982137824760007e-05,1.3254814337922025e-05,1.4503936368330365e-05,1.2261588734052273e-05,5.630361159516577e-06,5.542407732767269e-06,5.148415961119163e-06,8.175523029085786e-06,8.115851068722321e-06,5.269268397211503e-06,6.689354728119539e-06,5.0909152617154684e-06,1.5233555799668586e-05,8.9330379475452e-06,5.526134008749712e-06,1.1320477044902672e-05,1.4518186751065726e-05,7.53490071826441e-06,8.911655197366427e-06,9.274545083563651e-06,1.021961962575753e-05,3.550795910903429e-06,3.464751352119215e-06,2012-04 - 2017-03,505,425,379,5,23,buzz
kafir,9.103902843148855e-06,8.220439300276207e-06,0.0,0.0,1.6603848772145382e-05,0.0,6.935341808321023e-06,0.0,6.024931165161438e-06,1.0777720296602862e-05,0.0,4.87467217829601e-06,4.746489970666692e-06,0.0,4.525112109652517e-06,1.8623274437227925e-05,9.515291072753915e-06,8.521589446863629e-06,1.2147765418551258e-05,1.1572198949244335e-05,2.2622301819210105e-05,1.4352968193822482e-05,7.185508266927261e-06,2.0308485900833664e-05,1.015125367982946e-05,9.97844655544025e-06,1.7530054304212667e-05,2.536049950039816e-05,2.1616607843291384e-05,1.5380014525569273e-05,1.851032287051356e-05,1.0253781081773904e-05,2.5631965257701943e-05,3.594197937614993e-05,4.052592930008478e-05,1.0923112213131763e-05,1.7191609869234363e-05,2.6982137824760007e-05,2.4616083770426616e-05,1.7404723641996438e-05,1.8392383101078407e-05,5.630361159516577e-06,2.7712038663836344e-06,5.148415961119163e-06,8.175523029085786e-06,2.705283689574108e-06,2.1077073588846014e-05,3.177443495856781e-05,2.036366104686188e-05,3.723758084363432e-05,1.6079468305581362e-05,2.3946580704582088e-05,3.773492348300891e-05,3.0851146846014664e-05,1.6953526616094924e-05,1.604097935525957e-05,1.669418115041457e-05,2.3845779126767568e-05,7.101591821806858e-06,3.118276216907294e-05,2012-04 - 2017-03,861,544,329,1,32,change
ptdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,9.103902843148855e-06,8.220439300276207e-06,8.031999485952032e-06,0.0,8.301924386072691e-06,0.0,6.935341808321023e-06,0.0,0.0,3.233316088980859e-05,1.0500892575868949e-05,2.437336089148005e-05,1.8985959882666768e-05,1.8211121531919543e-05,1.8100448438610067e-05,1.8623274437227925e-05,6.184939197290045e-05,2.5564768340590886e-05,4.859106167420503e-05,1.928699824874056e-05,3.7703836365350174e-05,3.9470662533011824e-05,3.592754133463631e-05,2.707798120111155e-05,2.3686258586268737e-05,1.99568931108805e-05,2.921675717368778e-05,6.424659873434201e-05,5.305894652444249e-05,5.2975605588071945e-05,2.524134936888213e-05,2.7343416218063743e-05,2.3801110596437524e-05,2.396131958409996e-05,4.538904081609495e-05,1.0923112213131763e-05,1.7191609869234363e-05,3.597618376634668e-05,1.5148359243339455e-05,8.702361820998219e-06,9.196191550539204e-06,8.445541739274865e-06,8.313611599150903e-06,7.722623941678744e-06,8.175523029085786e-06,5.410567379148215e-06,1.932065078977551e-05,2.006806418435861e-05,1.866668929295672e-05,2.70818769771886e-05,1.4292860716072322e-05,1.289431268708266e-05,1.5093969393203563e-05,7.259093375532863e-06,9.418625897830514e-06,7.129324157893142e-06,1.1129454100276382e-05,1.021961962575753e-05,8.876989777258572e-06,6.92950270423843e-06,2012-04 - 2017-03,643,516,476,4,23,buzz
