form,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,period,nbOcc,nbOcc_period,nbUsers_period,propagation_start,propagation_end_ex,type
topdeck,4.87467217829601e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.049255139517086e-06,3.857399649748112e-06,0.0,3.588242048455621e-06,0.0,0.0,3.38375122660982e-06,0.0,0.0,1.6906999666932108e-06,1.965146167571944e-06,1.7088905028410304e-06,1.682756624592142e-06,6.835854054515936e-06,1.0985127967586549e-05,5.134568482307133e-06,4.863111516010174e-06,0.0,1.5628736244758512e-05,1.4990076569311117e-05,3.029671848667891e-05,8.702361820998219e-06,3.065397183513068e-05,1.689108347854973e-05,2.494083479745271e-05,1.8019455863917068e-05,1.3625871715142975e-05,1.6231702137444643e-05,1.580780519163451e-05,1.1706370774209191e-05,2.036366104686188e-05,1.6926173110742873e-05,2.322589866361752e-05,2.026249136541561e-05,1.5093969393203563e-05,1.4518186751065726e-05,1.883725179566103e-05,2.4952634552626e-05,1.4839272133701842e-05,1.703269937626255e-05,2.8406367287227432e-05,4.677414325360941e-05,3.350413874655104e-05,2.447825616903052e-05,2.3611464274038287e-05,2.001258973827172e-05,1.866131211417737e-05,1.2894051421477067e-05,1.0672662331194058e-05,5.4323715017791015e-06,9.198921150527469e-06,1.842085388026077e-05,1.5380119657330934e-05,2013-03 - 2018-02,493,408,284,20,29,change
rheyou,4.87467217829601e-06,0.0,4.552780382979886e-06,0.0,4.655818609306981e-06,4.757645536376958e-06,0.0,0.0,0.0,0.0,7.176484096911241e-06,0.0,0.0,3.38375122660982e-06,0.0,0.0,1.6906999666932108e-06,5.895438502715832e-06,5.126671508523091e-06,1.0096539747552852e-05,2.7343416218063743e-05,3.112452924149522e-05,3.594197937614993e-05,4.052592930008478e-05,2.184622442626353e-05,2.656885161608947e-05,3.747519142327779e-05,1.5148359243339455e-05,3.19086600103268e-05,3.6784766202156814e-05,4.504288927613262e-05,4.156805799575451e-05,3.089049576671498e-05,1.6351046058171572e-05,2.164226951659285e-05,8.782113995352505e-06,1.1706370774209191e-05,2.5454576308577345e-05,2.2004025043965736e-05,1.4292860716072322e-05,2.026249136541561e-05,1.5093969393203563e-05,7.259093375532863e-06,1.1302351077396615e-05,5.346993118419857e-06,9.274545083563651e-06,1.8735969313888804e-05,1.4203183643613716e-05,1.385900540847686e-05,9.854158454867956e-06,6.11956404225763e-06,9.08133241309165e-06,9.096631699214416e-06,9.330656057088686e-06,9.210036729626478e-06,3.55755411039802e-06,7.243162002372136e-06,1.8397842301054928e-06,1.6578768492234688e-05,3.8450299143327335e-06,2013-03 - 2018-02,518,472,294,11,31,buzz
malaisée,4.87467217829601e-06,0.0,0.0,0.0,0.0,4.757645536376958e-06,0.0,0.0,3.857399649748112e-06,0.0,0.0,0.0,0.0,6.767502453219639e-06,0.0,1.947783811579185e-06,6.762799866772843e-06,1.965146167571944e-06,5.126671508523091e-06,8.41378312296071e-06,5.126890540886952e-06,0.0,5.134568482307133e-06,4.863111516010174e-06,5.4615561065658825e-06,6.251494497903405e-06,2.2485114853966675e-05,3.787089810834864e-06,8.702361820998219e-06,3.065397183513068e-06,1.4075902898791443e-05,5.542407732767269e-06,1.0296831922238324e-05,5.450348686057191e-06,1.0821134758296427e-05,3.161561038326902e-05,3.679145100465746e-05,4.242429384762891e-05,2.369664235504002e-05,2.322589866361752e-05,2.210453603499885e-05,3.962166965715936e-05,3.44806935337811e-05,2.260470215479324e-05,6.416391742103828e-05,3.7098180334254605e-05,3.40653987525251e-05,6.391432639626173e-05,5.370364595784784e-05,3.547497043752464e-05,2.651811084978306e-05,3.2692796687129934e-05,3.456720045701477e-05,3.918875543977248e-05,3.499813957258062e-05,3.557554110398019e-05,3.078343851008158e-05,4.2315037292426346e-05,3.3157536984469377e-05,4.03728141004937e-05,2013-03 - 2018-02,805,601,491,25,44,change
wagger,4.87467217829601e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.588242048455621e-06,0.0,1.692373825069472e-05,6.767502453219639e-06,9.97844655544025e-06,1.947783811579185e-06,1.5216299700238896e-05,1.3756023173003608e-05,3.4177810056820607e-06,0.0,0.0,9.154273306322124e-06,6.846091309742844e-06,8.105185860016957e-06,1.8205187021886275e-06,3.1257472489517024e-06,7.495038284655558e-06,1.893544905417432e-06,1.1603149094664292e-05,3.065397183513068e-06,2.815180579758289e-06,0.0,0.0,8.175523029085786e-06,2.705283689574108e-05,6.147479796746754e-05,7.525524069134481e-05,0.0001001213334804,8.463086555371436e-05,8.397055670692489e-05,9.026018880957864e-05,8.113008548846915e-05,7.985002713086148e-05,4.332567913002037e-05,0.0001015928692499,6.863163361837101e-05,3.40653987525251e-05,8.876989777258572e-06,8.661878380298038e-06,1.1824990145841544e-05,1.0199273403762717e-05,1.81626648261833e-05,1.4554610718743064e-05,1.6795180902759635e-05,1.2894051421477067e-05,5.336331165597029e-06,1.2675533504151236e-05,1.655805807094944e-05,1.105251232815646e-05,7.690059828665467e-06,2013-03 - 2018-02,1366,1271,357,31,43,buzz
jbegaye,4.746489970666692e-06,9.105560765959772e-06,4.525112109652517e-06,0.0,4.757645536376958e-06,0.0,0.0,0.0,0.0,7.176484096911241e-06,3.5927541334636304e-06,0.0,3.38375122660982e-06,6.652297703626833e-06,1.947783811579185e-06,6.762799866772843e-06,1.965146167571944e-06,1.7088905028410304e-06,1.682756624592142e-06,1.708963513628984e-06,5.492563983793274e-06,1.711522827435711e-06,4.863111516010174e-06,1.8205187021886275e-06,3.1257472489517024e-06,7.495038284655558e-06,3.787089810834864e-06,0.0,0.0,0.0,0.0,0.0,2.725174343028596e-06,2.705283689574108e-06,1.0538536794423009e-05,1.1706370774209191e-05,1.5272745785146406e-05,1.0155703866445724e-05,3.5732151790180804e-06,5.526134008749712e-06,1.3207223219053116e-05,1.996250678271537e-05,1.506980143652882e-05,2.1387972473679428e-05,2.7823635250690952e-05,1.703269937626255e-05,1.952937750996886e-05,1.559138108453647e-05,9.854158454867956e-06,8.159418723010172e-06,3.814159613498492e-05,9.096631699214416e-06,1.4929049691341898e-05,2.2104088151103547e-05,7.115108220796039e-06,3.259422901067461e-05,2.75967634515824e-05,1.105251232815646e-05,1.73026346144973e-05,1.1088912750586326e-05,2013-04 - 2018-03,335,274,262,29,46,change
chla,4.746489970666692e-06,0.0,0.0,0.0,4.757645536376958e-06,0.0,0.0,3.857399649748112e-06,7.540767273070035e-06,7.176484096911241e-06,0.0,3.384747650138944e-06,0.0,0.0,0.0,3.381399933386421e-06,1.965146167571944e-06,0.0,0.0,0.0,3.66170932252885e-06,0.0,1.6210371720033913e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7712038663836344e-06,0.0,2.725174343028596e-06,5.410567379148215e-06,1.4051382392564007e-05,2.006806418435861e-05,2.036366104686188e-05,0.0001506429406856,0.0001071964553705,0.0001344692608795,0.0003471612960436,0.0002032546145149,0.0002090934949318,0.0003261665802236,0.0003023501697241,0.000391752085654,0.0002538819076295,0.0001957584513947,0.0001320457232952,8.159418723010172e-05,0.0001689127828835,0.0001782939813046,0.0001492904969134,0.000121572484831,0.0001120629544775,0.0001014042680332,8.09505061246417e-05,9.763052556538204e-05,8.459065811532014e-05,7.577423712900656e-05,2013-04 - 2018-03,2929,2641,1635,33,49,buzz
slaye,4.746489970666692e-06,9.105560765959772e-06,0.0,9.311637218613964e-06,0.0,4.260794723431814e-06,4.049255139517086e-06,3.857399649748112e-06,1.1311150909605052e-05,7.176484096911241e-06,0.0,6.769495300277887e-06,1.015125367982946e-05,1.3304595407253666e-05,5.843351434737555e-06,6.762799866772843e-06,9.82573083785972e-06,5.126671508523091e-06,1.3462052996737137e-05,1.708963513628984e-05,1.6477691951379822e-05,1.882675110179282e-05,2.755763192405765e-05,2.730778053282941e-05,2.500597799161362e-05,2.3984122510897785e-05,1.7041904148756886e-05,3.19086600103268e-05,3.371936901864375e-05,1.1260722319033154e-05,2.7712038663836344e-06,2.8316287786155395e-05,1.9076220401200168e-05,1.0821134758296427e-05,2.810276478512801e-05,2.1740402866388505e-05,1.357577403124125e-05,1.5233555799668586e-05,5.359822768527121e-06,5.526134008749712e-06,5.660238522451336e-06,0.0,1.8837251795661024e-06,5.346993118419857e-06,3.709818033425461e-06,5.109809812878765e-06,5.326193866355144e-06,6.92950270423843e-06,1.970831690973591e-06,2.039854680752543e-06,1.089759889570998e-05,1.4554610718743064e-05,5.598393634253211e-06,1.842007345925296e-06,0.0,7.243162002372136e-06,5.51935269031648e-06,3.684170776052153e-06,5.7675448714991e-06,1.848152125097721e-06,2013-04 - 2018-03,435,416,239,9,28,buzz
malaisantes,4.746489970666692e-06,0.0,0.0,0.0,0.0,4.260794723431814e-06,0.0,0.0,3.7703836365350176e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.381399933386421e-06,1.965146167571944e-06,0.0,1.682756624592142e-06,1.708963513628984e-06,1.830854661264425e-06,1.711522827435711e-06,3.2420743440067826e-06,0.0,4.6886208734275535e-06,0.0,1.893544905417432e-06,8.702361820998219e-06,9.196191550539204e-06,0.0,0.0,5.148415961119163e-06,1.0900697372114382e-05,8.115851068722321e-06,1.580780519163451e-05,2.508508023044827e-05,1.0181830523430935e-05,2.70818769771886e-05,1.78660758950904e-05,1.842044669583237e-05,2.452770026395579e-05,2.9036373502131453e-05,3.767450359132206e-05,6.416391742103828e-05,4.822763443453098e-05,7.153733738030271e-05,7.27913161735203e-05,4.157701622543058e-05,4.1387465510445406e-05,3.467752957279323e-05,5.085546151331324e-05,5.276046385544361e-05,6.53145923996208e-05,4.420817630220709e-05,5.336331165597029e-05,5.975608651957012e-05,6.071287959348127e-05,5.710464702880837e-05,5.19079038434919e-05,5.174825950273619e-05,2013-04 - 2018-03,1022,660,636,32,47,change
oklmm,4.746489970666692e-06,4.552780382979886e-06,0.0,4.655818609306981e-06,0.0,4.260794723431814e-06,1.2147765418551258e-05,1.1572198949244335e-05,2.2622301819210105e-05,2.8705936387644965e-05,2.514927893424541e-05,1.692373825069472e-05,3.0453761039488378e-05,4.989223277720125e-05,5.2590162912638e-05,6.0865198800955584e-05,5.698923885958638e-05,0.0001042423206733,9.928264085093637e-05,9.911988379048108e-05,7.872675043437026e-05,6.846091309742844e-05,6.646252405213903e-05,4.915400495909295e-05,5.470057685665479e-05,6.145931393417558e-05,6.438052678419269e-05,7.251968184165183e-05,5.517714930323522e-05,3.0966986377341176e-05,3.325444639660361e-05,2.574207980559581e-05,4.905313817451472e-05,3.2463404274889285e-05,2.810276478512801e-05,3.511911232262758e-05,2.036366104686188e-05,3.723758084363432e-05,4.109197455870793e-05,3.3156804052498274e-05,5.282889287621247e-05,3.811024022154753e-05,3.955822877088816e-05,2.8517296631572568e-05,1.669418115041457e-05,3.747193862777761e-05,2.663096933177572e-05,3.2915137845132545e-05,1.970831690973591e-05,8.159418723010172e-06,2.906026372189328e-05,2.5470568757800363e-05,2.9858099382683795e-05,2.7630110188879432e-05,1.4230216441592076e-05,3.440501951126764e-05,2.5756979221476907e-05,2.9473366208417226e-05,4.03728141004937e-05,3.696304250195442e-05,2013-04 - 2018-03,1386,1241,989,3,21,buzz
legday,4.746489970666692e-06,0.0,0.0,0.0,9.515291072753915e-06,0.0,0.0,3.857399649748112e-06,3.7703836365350176e-06,3.588242048455621e-06,0.0,1.3538990600555777e-05,3.38375122660982e-06,3.3261488518134164e-06,1.947783811579185e-06,3.381399933386421e-06,9.82573083785972e-06,6.8355620113641214e-06,5.048269873776426e-06,6.835854054515936e-06,1.2815982628850972e-05,1.1980659792049977e-05,9.726223032020347e-06,1.8205187021886275e-05,2.188023074266192e-05,2.3984122510897785e-05,2.4616083770426616e-05,2.3206298189328584e-05,1.8392383101078407e-05,4.222770869637433e-05,4.711046572852178e-05,1.544524788335749e-05,3.2702092116343145e-05,3.516868796446339e-05,2.985918758419852e-05,3.3446773640597695e-05,6.109098314058562e-05,3.2159728910411455e-05,3.037232902165369e-05,4.236702740041446e-05,4.905540052791158e-05,4.7184106940963606e-05,4.897685466871867e-05,4.812293806577871e-05,4.26629073843928e-05,6.472425762979769e-05,4.4384948886292864e-05,8.142165677480156e-05,5.715411903823413e-05,3.875723893429832e-05,4.177412910022159e-05,5.639911653512937e-05,5.971619876536759e-05,6.262824976146005e-05,4.6248203435174246e-05,5.070213401660495e-05,3.495590037200437e-05,7.368341552104306e-05,4.806287392915917e-05,4.805195525254075e-05,2013-04 - 2018-03,1274,1021,623,14,46,change
-hoche,4.552780382979886e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.588242048455621e-06,3.5927541334636304e-06,1.692373825069472e-05,2.707000981287856e-05,1.3304595407253666e-05,1.3634486681054296e-05,1.859769963362532e-05,7.860584670287776e-05,6.664672961080019e-05,0.0001076964239738,0.000146970862172,0.0001702694834975,0.000118095075093,0.0001102305276962,7.100022938535647e-05,6.251494497903405e-05,3.747519142327779e-05,2.4616083770426616e-05,2.900787273666073e-05,1.8392383101078407e-05,1.1260722319033154e-05,8.313611599150903e-06,1.0296831922238324e-05,1.9076220401200168e-05,1.3526418447870537e-05,1.7564227990705011e-06,1.0034032092179307e-05,6.787887015620625e-06,3.3852346221485745e-06,3.5732151790180804e-06,9.210223347916188e-06,3.773492348300891e-06,1.814773343883216e-06,1.8837251795661024e-06,1.7823310394732857e-06,1.8549090167127305e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05 - 2018-04,5735,5735,438,13,21,buzz
bruuuh,4.552780382979886e-06,4.525112109652517e-06,0.0,0.0,4.260794723431814e-06,0.0,3.857399649748112e-06,3.7703836365350176e-06,3.588242048455621e-06,3.5927541334636304e-06,3.384747650138944e-06,0.0,0.0,7.79113524631674e-06,1.1834899766852474e-05,1.1790877005431664e-05,3.246891955397958e-05,3.365513249184284e-05,4.1015124327095615e-05,4.027880254781735e-05,2.5672842411535664e-05,5.025215233210513e-05,6.007711717222471e-05,4.8449082358751387e-05,7.495038284655558e-05,8.520952074378444e-05,6.0916532746987534e-05,8.889651832187897e-05,5.911879217492406e-05,0.0001219329701208,0.0001003941112418,0.0001308083684653,8.656907806637143e-05,0.0001124110591405,0.0001655615295209,0.000142545627328,0.0001489503233745,0.0001197027084971,9.762836748791158e-05,0.0001396192168871,0.0001433670941667,0.0001186746863126,0.0001211985106841,0.0001502476303537,0.0001345583250724,0.0001296040507479,9.35482865072188e-05,8.080409932991722e-05,7.547462318784409e-05,0.0001289549202659,0.0001255335174491,0.0001101017414736,0.0001049944187177,9.605396098074653e-05,9.05395250296517e-05,0.000104867701116,0.0001215776356097,0.0001018932927298,0.0001108891275058,0.0001009626672927,2013-05 - 2018-04,3080,2552,1843,15,32,change
oklmmm,4.552780382979886e-06,0.0,4.655818609306981e-06,4.757645536376958e-06,1.2782384170295443e-05,2.83447859766196e-05,1.5429598598992447e-05,3.7703836365350174e-05,2.8705936387644965e-05,1.7963770667318153e-05,3.0462728851250496e-05,2.707000981287856e-05,7.317527473989516e-05,8.959805533264253e-05,9.6369898101513e-05,0.0001080830392164,0.0001332934592216,0.0001346205299673,0.0001230453729812,9.154273306322124e-05,7.87300500620427e-05,0.0001199567507282,9.284645381162e-05,9.689816471750276e-05,7.944740581734891e-05,8.89966105546193e-05,7.54204691153179e-05,5.517714930323522e-05,5.630361159516577e-05,3.879685412937088e-05,5.920678355287037e-05,4.3602789488457526e-05,4.869510641233393e-05,5.620552957025604e-05,6.187653123510574e-05,7.296978541792171e-05,3.8930198154708606e-05,4.109197455870793e-05,6.078747409624683e-05,4.339516200546024e-05,4.7184106940963606e-05,3.955822877088816e-05,4.0993613907885565e-05,3.7098180334254605e-05,3.40653987525251e-05,3.905875501993772e-05,3.984464054937098e-05,3.1533307055577455e-05,2.447825616903052e-05,3.995786261760325e-05,5.8218442874972254e-05,4.665328028544343e-05,4.05241616103565e-05,4.091187226957722e-05,3.983739101304675e-05,3.311611614189888e-05,4.0525878536573686e-05,3.652778418616097e-05,4.43556510023453e-05,3.521953510213665e-05,2013-05 - 2018-04,1920,1694,1479,2,19,buzz
bruuuuh,4.552780382979886e-06,4.525112109652517e-06,0.0,0.0,0.0,4.049255139517086e-06,0.0,3.7703836365350176e-06,0.0,0.0,3.384747650138944e-06,3.38375122660982e-06,0.0,5.843351434737555e-06,5.072099900079632e-06,1.5721169340575553e-05,1.1962233519887213e-05,1.851032287051356e-05,3.076134324532171e-05,1.830854661264425e-05,2.2249796756664243e-05,3.079970626806443e-05,3.094881793720667e-05,3.750896698742043e-05,3.597618376634668e-05,4.355153282460094e-05,3.480944728399288e-05,4.291556056918295e-05,5.06732504356492e-05,6.928009665959085e-05,5.148415961119162e-05,6.26790098896577e-05,5.1400390101908034e-05,9.835967674794806e-05,9.030628882961378e-05,0.0001001213334804,0.0001015570386644,8.218394911741585e-05,9.94704121574948e-05,0.0001056577857524,8.347957381862793e-05,5.462803020741698e-05,7.129324157893142e-05,7.048654263508375e-05,7.324060731792896e-05,7.101591821806858e-05,6.236552433814588e-05,3.1533307055577455e-05,3.875723893429832e-05,7.628319226996984e-05,8.005035895308685e-05,5.971619876536759e-05,4.420817630220709e-05,6.403597398716435e-05,6.518845802134921e-05,4.967417421284832e-05,6.815715935696483e-05,6.728802350082284e-05,6.838162862861568e-05,6.574313219065508e-05,2013-05 - 2018-04,1787,1469,1235,15,32,change
oklmus,4.525112109652517e-06,0.0,0.0,0.0,4.049255139517086e-06,0.0,7.540767273070035e-06,7.176484096911241e-06,7.185508266927261e-06,1.3538990600555777e-05,2.707000981287856e-05,3.326148851813416e-05,4.090346004316289e-05,5.410239893418274e-05,5.895438502715832e-05,7.690007262784638e-05,7.908956135583066e-05,9.741092027685208e-05,8.788102374069239e-05,8.728766419922125e-05,0.0001069884533522,6.007711717222471e-05,6.40778186035099e-05,8.99404594158667e-05,6.248698187877525e-05,6.961889456798575e-05,5.8242546486748285e-05,3.941252811661604e-05,3.602565026298725e-05,3.6038911727834136e-05,5.177831251754331e-05,4.057925534361161e-05,3.688487878048052e-05,3.679145100465746e-05,3.3939435078103124e-05,3.554496353256003e-05,2.8585721432144643e-05,2.210453603499885e-05,1.6980715567354007e-05,2.3592053470481803e-05,2.448842733435933e-05,2.317030351315271e-05,2.040399918384003e-05,1.5329429438636295e-05,1.2427785688162e-05,1.905613243665568e-05,1.5766653527788727e-05,1.6318837446020345e-05,1.81626648261833e-05,1.273528437890018e-05,1.306291847992416e-05,1.842007345925296e-05,1.7787770551990095e-05,9.05395250296517e-06,1.655805807094944e-05,9.210426940130384e-06,1.3457604700164569e-05,1.2937064875684048e-05,9.39187602723644e-06,4.549083473407196e-06,2013-06 - 2018-05,1151,1114,870,5,21,buzz
flmmm,9.050224219305034e-06,9.311637218613964e-06,0.0,4.260794723431814e-06,4.049255139517086e-06,3.857399649748112e-06,0.0,3.588242048455621e-06,3.5927541334636304e-06,6.769495300277887e-06,1.015125367982946e-05,3.3261488518134164e-06,3.89556762315837e-06,6.762799866772843e-06,7.860584670287776e-06,8.544452514205152e-06,8.41378312296071e-06,1.0253781081773904e-05,1.46468372901154e-05,8.557614137178555e-06,1.6210371720033913e-05,7.28207480875451e-06,1.406586262028266e-05,1.4990076569311117e-05,7.574179621669728e-06,1.1603149094664292e-05,1.8392383101078407e-05,1.689108347854973e-05,2.216963093106908e-05,5.148415961119163e-06,1.9076220401200168e-05,3.2463404274889285e-05,1.2294959593493509e-05,2.842975759450804e-05,2.71515480624825e-05,3.046711159933717e-05,3.2158936611162725e-05,2.763067004374856e-05,3.3961431134708015e-05,3.811024022154753e-05,1.883725179566103e-05,3.564662078946571e-05,3.338836230082914e-05,3.747193862777761e-05,2.130477546542057e-05,2.5985635140894115e-05,1.7737485218762318e-05,3.059782021128815e-05,2.7243997239274943e-05,2.9109221437486127e-05,2.612583695984832e-05,2.7630110188879432e-05,3.2017986993582176e-05,2.8972648009488543e-05,2.75967634515824e-05,2.9473366208417226e-05,2.4992694443162768e-05,1.848152125097721e-05,2.3479690068091102e-05,2.729450084044317e-05,2013-06 - 2018-05,697,592,486,7,41,change
tsoulever,9.050224219305034e-06,0.0,4.757645536376958e-06,4.260794723431814e-06,0.0,0.0,3.7703836365350176e-06,3.588242048455621e-06,0.0,6.769495300277887e-06,0.0,3.3261488518134164e-06,0.0,1.6906999666932108e-06,1.965146167571944e-06,3.4177810056820607e-06,1.682756624592142e-06,3.417927027257968e-06,1.830854661264425e-06,1.711522827435711e-06,6.484148688013565e-06,0.0,3.1257472489517024e-06,7.495038284655558e-06,1.893544905417432e-06,0.0,0.0,2.815180579758289e-06,0.0,2.5742079805595813e-06,2.725174343028596e-06,5.410567379148215e-06,5.269268397211503e-06,6.689354728119539e-06,6.787887015620625e-06,8.463086555371437e-06,8.9330379475452e-06,1.289431268708266e-05,3.207468496055757e-05,9.073866719416078e-06,7.53490071826441e-06,1.2476317276313e-05,5.564727050138191e-06,1.8735969313888804e-05,1.7753979554517145e-05,1.2126629732417253e-05,5.912495072920773e-06,8.159418723010172e-06,9.08133241309165e-06,7.277305359371532e-06,1.306291847992416e-05,1.4736058767402365e-05,1.7787770551990095e-05,1.810790500593034e-05,9.198921150527469e-06,1.2894597716182536e-05,2.30701794859964e-05,1.4785217000781768e-05,4.6959380136182205e-06,1.3647250420221584e-05,2013-06 - 2018-05,268,225,203,29,38,change
chumor,4.525112109652517e-06,0.0,0.0,0.0,0.0,0.0,3.7703836365350176e-06,0.0,0.0,0.0,3.38375122660982e-06,0.0,7.79113524631674e-06,1.1834899766852474e-05,1.1790877005431664e-05,1.3671124022728245e-05,1.3462052996737137e-05,6.835854054515936e-06,1.46468372901154e-05,1.711522827435711e-05,2.755763192405765e-05,1.2743630915320393e-05,1.7191609869234363e-05,2.2485114853966675e-05,1.7041904148756886e-05,2.900787273666073e-06,1.2261588734052273e-05,1.1260722319033154e-05,1.3856019331918173e-05,2.5742079805595813e-06,8.175523029085786e-06,1.6231702137444643e-05,4.0397724378621525e-05,3.679145100465746e-05,4.242429384762891e-05,3.554496353256003e-05,2.8585721432144643e-05,2.5788625374165323e-05,5.0942146702062026e-05,4.173978690931396e-05,3.579077841175595e-05,3.564662078946571e-05,3.338836230082914e-05,5.1098098128787645e-05,4.616034684174458e-05,3.118276216907294e-05,2.562081198265668e-05,2.8557965530535604e-05,4.177412910022159e-05,4.548315849607207e-05,4.1054886651190216e-05,3.315613222665532e-05,2.4902878772786134e-05,2.8972648009488543e-05,2.3917194991371413e-05,3.13154515964433e-05,3.2682754271828234e-05,3.51148903768567e-05,2.113172106128199e-05,2.956904257714677e-05,2013-06 - 2018-05,1194,1044,315,9,42,change
mskkk,4.525112109652517e-06,0.0,4.757645536376958e-06,4.260794723431814e-06,8.098510279034172e-06,0.0,1.508153454614007e-05,7.176484096911241e-06,1.0778262400390893e-05,1.0154242950416832e-05,6.767502453219639e-06,1.3304595407253666e-05,1.7530054304212667e-05,2.705119946709137e-05,1.7686315508147498e-05,4.272226257102576e-05,4.375167223939569e-05,2.563445270443476e-05,2.92936745802308e-05,2.2249796756664243e-05,3.7283854956078e-05,1.456414961750902e-05,3.4383219738468726e-05,3.597618376634668e-05,1.893544905417432e-05,2.3206298189328584e-05,2.1457780284591474e-05,2.252144463806631e-05,2.7712038663836344e-06,2.059366384447665e-05,8.175523029085786e-06,1.893698582701875e-05,2.458991918698701e-05,2.3412741548418382e-05,2.036366104686188e-05,2.369664235504002e-05,2.1439291074108483e-05,1.289431268708266e-05,3.773492348300891e-06,1.996250678271537e-05,1.6953526616094924e-05,7.129324157893142e-06,1.8549090167127303e-05,1.362615950101004e-05,1.7753979554517145e-05,1.559138108453647e-05,3.941663381947182e-06,0.0,9.08133241309165e-06,5.457979019528649e-06,9.330656057088686e-06,3.684014691850591e-06,5.336331165597029e-06,7.243162002372136e-06,5.51935269031648e-06,9.210426940130384e-06,1.73026346144973e-05,7.392608500390884e-06,2.3479690068091102e-06,0.0,2013-06 - 2018-05,527,488,407,2,19,buzz
egirl,4.655818609306981e-06,0.0,0.0,0.0,0.0,0.0,1.7941210242278102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7088905028410304e-06,0.0,6.835854054515936e-06,3.66170932252885e-06,0.0,4.863111516010174e-06,1.8205187021886275e-06,4.6886208734275535e-06,0.0,0.0,0.0,3.065397183513068e-06,0.0,0.0,0.0,2.725174343028596e-06,0.0,1.932065078977551e-05,4.180846705074712e-05,7.636372892573203e-05,9.30939521090858e-05,6.431787322232545e-05,9.578632281832836e-05,0.0001452794554095,9.43682138819272e-05,9.230253379873904e-05,8.198722781577113e-05,8.532581476878559e-05,0.000109009276008,0.0001082992752825,8.835115947903998e-05,7.686243594797005e-05,6.731520446483393e-05,0.0001434850521268,0.0001892099393436,0.0001660856778161,0.000145518580328,0.0001280719479743,0.0001412416590462,0.0001251053276471,0.0001049988671174,9.997077777265109e-05,0.0001460040178827,0.0001080065743132,0.0001501197546224,0.0001118229776485,2013-07 - 2018-06,2477,1971,1129,30,39,change
dabé,4.655818609306981e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.5927541334636304e-06,0.0,0.0,3.3261488518134164e-06,0.0,1.6906999666932108e-06,0.0,1.7088905028410304e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998015313862223e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705283689574108e-06,3.5128455981410023e-06,1.6723386820298848e-06,1.0181830523430935e-05,1.184832117752001e-05,1.4292860716072322e-05,2.763067004374856e-05,3.584817730885846e-05,3.992501356543074e-05,3.390705323218985e-05,3.3864289749992425e-05,4.080799836768006e-05,3.40653987525251e-05,2.663096933177572e-05,5.8900772986026656e-05,1.5766653527788727e-05,1.223912808451526e-05,4.359039558283992e-05,2.1831916078114595e-05,2.0527443325595108e-05,2.026208080517825e-05,2.134532466238812e-05,1.4486324004744272e-05,2.207741076126592e-05,2.3947110044339e-05,2.30701794859964e-05,2.0329673376074933e-05,7.043907020427331e-06,2.274541736703597e-05,2.850389626335846e-05,2013-07 - 2018-06,554,404,376,32,37,change
loml,4.655818609306981e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.843351434737555e-06,3.381399933386421e-06,7.860584670287776e-06,1.0253343017046182e-05,1.851032287051356e-05,1.5380671622660856e-05,1.0985127967586549e-05,1.3692182619485688e-05,1.7831408892037304e-05,1.2743630915320393e-05,2.3443104367137768e-05,3.8974199080208905e-05,1.5148359243339455e-05,2.3206298189328584e-05,1.532698591756534e-05,1.689108347854973e-05,1.1084815465534538e-05,5.148415961119163e-06,5.450348686057191e-06,8.115851068722321e-06,3.512845598141002e-05,3.846378968668735e-05,3.90303503398186e-05,4.06228154657829e-05,2.322589866361752e-05,2.3946580704582088e-05,3.773492348300891e-05,2.7221600158248235e-05,2.448842733435933e-05,2.317030351315271e-05,3.7098180334254605e-05,3.40653987525251e-05,2.308017342087229e-05,2.078850811271529e-05,7.883326763894364e-06,1.223912808451526e-05,2.7243997239274943e-05,4.002517947654343e-05,5.411780513111438e-05,1.657806611332766e-05,3.913309521437821e-05,2.535106700830248e-05,2.3917194991371413e-05,3.4999622372495454e-05,3.076023931466187e-05,3.3266738251758977e-05,1.1739845034045551e-05,3.6392667787257566e-05,1.5348251834116094e-05,2013-07 - 2018-06,779,646,497,6,33,change
